sentiment,txt
positive,مداخلة نجيب ساويرس مع الإبراشيي وتعليقه على إستقالة دالبرادعي وأحداث مصر
positive,''وما النصر اﻻ من عند الله''
positive,مايكل أوين: أعتقد أن أعظم لاعب لعب لـ ريال مدريد في كل العصور هو كريستيانو رونالدو، يليه بوشكاش #اسطورة
positive,أؤكد على حق جماعة الإخوان في الاحتفاظ بترخيصها كجمعية أهلية ومزاولة نشاطها الأهلي في نطاق القانون الذي سنه برلمانها--لا ل…
positive,د عبد المنعم أبو الفتوح : جمال عبد الناصر كان مثلنا الاعلى في شبابنا وحتى نكسة 67 في برنامج أنت وضميرك على قناة دريم
negative,"#حمدين_صباحى:سأفوز بـ""الرئاسة"" وشعبية ""#السيسى""تتراجع بانتظام بسبب ""الأخطاء"" -حد يخبطه على دماغة الحزين ده خليه يفوق"
positive,#طرب_تايم #ذكرى ياحبيبي وينك انت وين انا الكمان خرررررافي
negative,"منذ تم التصويت على تعديل قانون انتخابات الرئاسة (العزل),قد انهالت علينا التعليقات المليئة بالسباب الممنهج من اللجان الإلكترونية المأجورة 1-3"
negative,وجهة نظر ساذجة تقول أن من ناضل في الماضي يحق له أن يتحول إلى ندل اليوم
negative,"اللي متصور إن حل مشكلة الصحافة الحكومية بإنك تجيب حتى ملايكة رؤساء تحرير يبقى غلطانوالدليل كتاب صباح حمامو: يوميات ""صوحفية"" في الأهرام"
positive,عايز تكون عضو في حمله المشير السيسي سهل جداًً ساعدنا اننا نعمل مليون شييييييييييييييييييييييييييير #سأنتخب_السيسي …
negative,88 إنت باين عليك لجنة أمن دولة مفضوحين جدا
positive,اهلا وسهلا
negative,"الإخوان يمارسون الشحاتة بمنطق ""إنتو كفار وهتروحوا النار بس أبوس إيديكو ساعدونا يا كفار عشان ربنا ينصر الإسلام"""
negative,النفاق مدمر طاهر ابو زيد يلغي المشاركة في ألعاب الفرانكفون ويحول ميزانية المشاركة لصندوق دعم مصر المناصب للمصائب
negative,عصام سلطان فضل عشر سنوات عامل نفسه منشق وضد الاخوان وبعدييين بعد الثوره اتضح انهم منهم ولا انشق ولا يحزنون
positive,#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 132
positive,#اﻷهلى هو اللى دايما مفرحنى الحمد لله على نعمة انى #أهلاوى
positive,"#محمود_سعد : ""أنا بحب الراقصات وهم فوق رأسي"""
positive,أشكرك
positive,تحية لقضاة مصر الأجلاء لدفاعهم عن حقوق الشعب المصري وحرياته وتمسكهم بمبدأ استقلال القضاء
negative,#جواز_الصالونات العريس والعروسه زي البطيخه يا تطلع قرعه يا تطلع حمرا
negative,الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة ان تتحالف معهم لانها قامت ضدهم
negative,الاشتراك في الاستفتاء البائس اعتراف بشرعيته كل ما فعله مرسي باطل وغير شرعي ولا استبعد على الاخوان تزوير النتائج أنا مع المقاطعة الشاملة
negative,حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية
negative,تطاولك على شيخ الأزهر تجاوز كل الحدود #السادة_المحترمون …
negative,#توفيق_عكاشة بيقول على هيفا ولية ناشفة امال حياة الدرديري بتاعتك دي ايه ؟؟ يافلاح ميت الغرقا ياحماررر
positive,الرمز الانتخابى لل #السيسي #السيسي_رئيسي_2014
negative,شعرت بالحزن أثناء زيارتي للكنيسة بعد أن تحدث معي العديد من الأقباط عن إحساسهم بالظلم الواقع عليهم كأقلية في مصر
negative,الثورة قامت اساسا من اجل انهاء الحكم العسكري الذي جثم على صدر مصر ستين عاما وأوصلنا الى الحضيض اذا لم يسترد الشعب السلطة بالكامل فقد فشلنا
positive,#يوسف_الحسيني هدف الإخوان في 19نوفمبر الوصول لميدان التحرير والسيطرة عليه #السادة_المحترمون …
positive,مستمتع بإدارة حوار الشباب المصري مع مجموعة 'الحكماء' في دار الأوبرا #
negative,النضآرآت بقت موضة ! تقويم اﻷسنآن بقي موضة برضو!! مش بعيد بكره تلاآقي صحبتك جآيالك بكرسي متحرك تفوليلهآ سلآمتك اتشليتي ! #مرار_طافح :)
negative,ايه الشياكة دي يا واد اكيد اختك مش نازلة النهاردة ايه دة عرفتي ازاي ؟! ما انت لابس بنطلونها هتنزل هي ازاي ! #استرجل
positive,#شاهر_المؤمنين عالم رياضيات #أردني ينضم الى قائمة اهم علماء #الرياضيات #عالمياً ، نفتخر بعلمائنا مبروك للأردن #اﻷردن
positive,متحمسين جدا للشخصية الجديدة على #حمد_العماني بعد نجاحه في شخصية #يوسف في #توالي_الليل الجمهور ما راح…
negative,"أخر ما كتبه شهيد اليوم بإذن الله ""عبد الرحمن احمد "" هذه هى نوعية الشباب الذين يقتلهم السيسي حسبنا الله و نعم الوكيل …"
negative,5 ألم أقل لكم إنها ممارسة فاضحة لازدواجية المعايير وتخوين المعارضين أملي أن لا تبتلع بعض قطاعات الرأي العام الطعم مجددا
negative,أولا: الموضوع مش فيه تفاصيل ثانيا: اللينك لا يعمل ثالثا: التعليق ع الصورة خاص بمقال مختلف تماماً الخلاصة: مفيش فايدة #22
negative,بسام الحمرا بتاع حزب النور بيراهن ان يوم 30 مش هيحصل حاجه وانه عداوه على الاسلام !! افضحوهم #حزب_النور
positive,سأتجه الآن إلى الملتزم (بين الحجر الأسود و باب الكعبة) هناك يستجاب الدعاء و هناك لصق النبي جسده بالكعبة و دعا الله كثيراً سأدعو لكم كثيراً
negative,انقلاب ضد الاسلام أغلقوا القنوات الإسلامية وفتحوا القنوات الإباحية ويجدون من يصفق لهم ويهتف لسيسي
negative,الفلولي مصطفى بكري ينسى اسم ولي أمرهفيكتب (أيوب) بدل (منصور) اللهم لا تزد الانقلابيين إلا ضلالا! …
positive,انت الوحيد اللي قلبي يبتسم لحكيك من جماله
